"Username","Stimuli.Answer","Direction","Encoding","scored"
"M20319485","Yellow","Unrelated","Global_JOL",0
"m20280673","Yellow","Unrelated","Global_JOL",1
"20335770","Yellow","Unrelated","Global_JOL",0
"M20308203_KDL","Yellow","Unrelated","Global_JOL",0
"M20293123","Yellow","Unrelated","Global_JOL",1
"M20333212_HDW","Yellow","Unrelated","Global_JOL",1
"M20293288","Yellow","Unrelated","Global_JOL",1
"M20329016","Yellow","Unrelated","Global_JOL",1
"m20310291","Yellow","Unrelated","Global_JOL",1
"M20324037_AP.","Yellow","Unrelated","Global_JOL",0
"M20317313","Yellow","Unrelated","Global_JOL",1
"M20316100","Yellow","Unrelated","Global_JOL",1
"M20327498","Yellow","Unrelated","Global_JOL",1
"M20277243_SKS","Yellow","Unrelated","Global_JOL",1
"M20321533","Yellow","Unrelated","Global_JOL",0
"M20316548","Yellow","Unrelated","Global_JOL",1
"M20321393","Apple","Control","Read",1
"M20323930","Apple","Control","Read",0
"M20316111_ARD","Apple","Control","Read",0
"20322440","Apple","Control","Read",0
"M20311413","Apple","Control","Read",0
"20327605","Apple","Control","Read",0
"m20319677","Apple","Control","Read",0
"M2033128","Apple","Control","Read",0
"M20317208","Apple","Control","Read",1
"M20301992","Apple","Control","Read",0
"M20322809","Apple","Control","Read",0
"M20304792_AEM","Apple","Control","Read",0
"M20335574","Apple","Control","Read",0
"M20327473","Apple","Control","Read",0
"20302746","Apple","Control","Read",1
"m20335829","Apple","Control","Read",1
"20321578","Apple","Control","Read",1
"M20320940","Apple","Control","Read",1
"M20324255","Apple","Control","Read",1
"20327605","Attic","Control","Read",0
"M20317208","Attic","Control","Read",0
"M20324255","Attic","Control","Read",0
"M20321393","Attic","Control","Read",0
"M2033128","Attic","Control","Read",0
"M20335574","Attic","Control","Read",0
"m20319677","Attic","Control","Read",0
"20322440","Attic","Control","Read",0
"m20335829","Attic","Control","Read",0
"M20327473","Attic","Control","Read",1
"20302746","Attic","Control","Read",0
"20321578","Attic","Control","Read",1
"M20322809","Attic","Control","Read",0
"M20320940","Attic","Control","Read",0
"M20311413","Attic","Control","Read",0
"M20301992","Attic","Control","Read",0
"M20304792_AEM","Attic","Control","Read",0
"M20323930","Attic","Control","Read",0
"M20316111_ARD","Attic","Control","Read",0
"M20323930","Banana","Control","Read",1
"M20301992","Banana","Control","Read",0
"M20320940","Banana","Control","Read",0
"M20311413","Banana","Control","Read",0
"M20335574","Banana","Control","Read",1
"M20324255","Banana","Control","Read",0
"20321578","Banana","Control","Read",1
"m20335829","Banana","Control","Read",0
"20327605","Banana","Control","Read",0
"M20327473","Banana","Control","Read",0
"M20322809","Banana","Control","Read",0
"m20319677","Banana","Control","Read",0
"M2033128","Banana","Control","Read",0
"M20316111_ARD","Banana","Control","Read",0
"20302746","Banana","Control","Read",0
"20322440","Banana","Control","Read",0
"M20304792_AEM","Banana","Control","Read",0
"M20317208","Banana","Control","Read",0
"M20321393","Banana","Control","Read",0
"M20316111_ARD","Basement","Control","Read",1
"M20321393","Basement","Control","Read",0
"m20335829","Basement","Control","Read",0
"M2033128","Basement","Control","Read",0
"M20327473","Basement","Control","Read",0
"20322440","Basement","Control","Read",0
"M20311413","Basement","Control","Read",0
"M20324255","Basement","Control","Read",0
"M20335574","Basement","Control","Read",0
"M20304792_AEM","Basement","Control","Read",1
"M20301992","Basement","Control","Read",0
"m20319677","Basement","Control","Read",0
"M20320940","Basement","Control","Read",0
"20302746","Basement","Control","Read",0
"M20317208","Basement","Control","Read",0
"20321578","Basement","Control","Read",0
"20327605","Basement","Control","Read",0
"M20322809","Basement","Control","Read",0
"M20323930","Basement","Control","Read",0
"20322440","Basket","Control","Read",0
"m20335829","Basket","Control","Read",0
"M20324255","Basket","Control","Read",0
"20302746","Basket","Control","Read",0
"20321578","Basket","Control","Read",1
"20327605","Basket","Control","Read",0
"M20323930","Basket","Control","Read",0
"M20311413","Basket","Control","Read",0
"M20322809","Basket","Control","Read",1
"M20321393","Basket","Control","Read",0
"M20301992","Basket","Control","Read",0
"M20317208","Basket","Control","Read",0
"M20304792_AEM","Basket","Control","Read",0
"M20316111_ARD","Basket","Control","Read",0
"M20320940","Basket","Control","Read",0
"M20335574","Basket","Control","Read",0
"M2033128","Basket","Control","Read",0
"m20319677","Basket","Control","Read",0
"M20327473","Basket","Control","Read",0
"20302746","Bathroom","Control","Read",0
"M20311413","Bathroom","Control","Read",0
"M2033128","Bathroom","Control","Read",0
"M20327473","Bathroom","Control","Read",0
"M20323930","Bathroom","Control","Read",0
"M20335574","Bathroom","Control","Read",0
"20321578","Bathroom","Control","Read",1
"M20317208","Bathroom","Control","Read",0
"20322440","Bathroom","Control","Read",0
"M20321393","Bathroom","Control","Read",0
"M20322809","Bathroom","Control","Read",0
"m20335829","Bathroom","Control","Read",0
"M20304792_AEM","Bathroom","Control","Read",0
"M20320940","Bathroom","Control","Read",1
"20327605","Bathroom","Control","Read",0
"M20316111_ARD","Bathroom","Control","Read",1
"M20301992","Bathroom","Control","Read",0
"M20324255","Bathroom","Control","Read",0
"m20319677","Bathroom","Control","Read",1
"M20323930","Bean","Control","Read",1
"M20304792_AEM","Bean","Control","Read",0
"M20316111_ARD","Bean","Control","Read",0
"M20324255","Bean","Control","Read",0
"20327605","Bean","Control","Read",1
"20302746","Bean","Control","Read",0
"M20321393","Bean","Control","Read",0
"M20322809","Bean","Control","Read",0
"M20317208","Bean","Control","Read",0
"20321578","Bean","Control","Read",0
"M20311413","Bean","Control","Read",0
"m20319677","Bean","Control","Read",0
"M20301992","Bean","Control","Read",0
"M20320940","Bean","Control","Read",0
"20322440","Bean","Control","Read",0
"M20335574","Bean","Control","Read",1
"m20335829","Bean","Control","Read",0
"M20327473","Bean","Control","Read",0
"M2033128","Bean","Control","Read",0
"20327605","Bed","Control","Read",0
"M20324255","Bed","Control","Read",0
"M20317208","Bed","Control","Read",0
"M20321393","Bed","Control","Read",0
"M2033128","Bed","Control","Read",0
"20322440","Bed","Control","Read",0
"M20316111_ARD","Bed","Control","Read",0
"M20311413","Bed","Control","Read",0
"M20335574","Bed","Control","Read",0
"m20335829","Bed","Control","Read",1
"M20327473","Bed","Control","Read",0
"M20301992","Bed","Control","Read",1
"20302746","Bed","Control","Read",0
"M20322809","Bed","Control","Read",1
"M20304792_AEM","Bed","Control","Read",0
"M20323930","Bed","Control","Read",0
"m20319677","Bed","Control","Read",0
"M20320940","Bed","Control","Read",0
"20321578","Bed","Control","Read",1
"20322440","Card","Control","Read",0
"M20301992","Card","Control","Read",0
"M20335574","Card","Control","Read",0
"M20322809","Card","Control","Read",0
"M20316111_ARD","Card","Control","Read",0
"M20320940","Card","Control","Read",1
"m20335829","Card","Control","Read",0
"20321578","Card","Control","Read",1
"M2033128","Card","Control","Read",0
"M20317208","Card","Control","Read",0
"M20311413","Card","Control","Read",0
"20327605","Card","Control","Read",0
"M20327473","Card","Control","Read",0
"M20324255","Card","Control","Read",0
"m20319677","Card","Control","Read",0
"20302746","Card","Control","Read",0
"M20321393","Card","Control","Read",0
"M20304792_AEM","Card","Control","Read",0
"M20323930","Card","Control","Read",0
"20321578","Ceiling","Control","Read",0
"M20327473","Ceiling","Control","Read",0
"M20316111_ARD","Ceiling","Control","Read",1
"M20304792_AEM","Ceiling","Control","Read",0
"M20335574","Ceiling","Control","Read",0
"M20320940","Ceiling","Control","Read",0
"20302746","Ceiling","Control","Read",0
"M20324255","Ceiling","Control","Read",0
"M20321393","Ceiling","Control","Read",0
"M2033128","Ceiling","Control","Read",0
"m20319677","Ceiling","Control","Read",1
"M20317208","Ceiling","Control","Read",0
"20327605","Ceiling","Control","Read",0
"m20335829","Ceiling","Control","Read",0
"20322440","Ceiling","Control","Read",0
"M20323930","Ceiling","Control","Read",0
"M20301992","Ceiling","Control","Read",0
"M20322809","Ceiling","Control","Read",0
"M20311413","Ceiling","Control","Read",0
"m20335829","Cherry","Control","Read",0
"M20335574","Cherry","Control","Read",0
"M20304792_AEM","Cherry","Control","Read",0
"M20301992","Cherry","Control","Read",0
"M20322809","Cherry","Control","Read",0
"M20320940","Cherry","Control","Read",0
"20327605","Cherry","Control","Read",0
"m20319677","Cherry","Control","Read",0
"M2033128","Cherry","Control","Read",1
"M20324255","Cherry","Control","Read",0
"20321578","Cherry","Control","Read",1
"M20316111_ARD","Cherry","Control","Read",0
"M20321393","Cherry","Control","Read",0
"M20327473","Cherry","Control","Read",0
"20302746","Cherry","Control","Read",0
"M20311413","Cherry","Control","Read",0
"M20323930","Cherry","Control","Read",1
"M20317208","Cherry","Control","Read",1
"20322440","Cherry","Control","Read",0
"M2033128","Cloud","Control","Read",0
"M20301992","Cloud","Control","Read",0
"M20335574","Cloud","Control","Read",1
"20302746","Cloud","Control","Read",0
"m20335829","Cloud","Control","Read",0
"M20321393","Cloud","Control","Read",1
"M20320940","Cloud","Control","Read",1
"20322440","Cloud","Control","Read",0
"M20316111_ARD","Cloud","Control","Read",0
"M20327473","Cloud","Control","Read",0
"M20311413","Cloud","Control","Read",1
"M20317208","Cloud","Control","Read",0
"M20304792_AEM","Cloud","Control","Read",0
"20327605","Cloud","Control","Read",0
"m20319677","Cloud","Control","Read",0
"M20322809","Cloud","Control","Read",1
"M20324255","Cloud","Control","Read",0
"M20323930","Cloud","Control","Read",0
"20321578","Cloud","Control","Read",1
"M2033128","Cook","Control","Read",0
"m20335829","Cook","Control","Read",0
"M20317208","Cook","Control","Read",0
"M20335574","Cook","Control","Read",1
"M20321393","Cook","Control","Read",0
"20302746","Cook","Control","Read",0
"M20322809","Cook","Control","Read",1
"20327605","Cook","Control","Read",0
"M20311413","Cook","Control","Read",0
"20322440","Cook","Control","Read",0
"M20304792_AEM","Cook","Control","Read",0
"M20327473","Cook","Control","Read",0
"M20324255","Cook","Control","Read",0
"M20301992","Cook","Control","Read",0
"20321578","Cook","Control","Read",1
"M20320940","Cook","Control","Read",1
"M20323930","Cook","Control","Read",0
"M20316111_ARD","Cook","Control","Read",0
"m20319677","Cook","Control","Read",0
"M20311413","Dirt","Control","Read",0
"m20319677","Dirt","Control","Read",0
"M20301992","Dirt","Control","Read",0
"M20327473","Dirt","Control","Read",0
"m20335829","Dirt","Control","Read",0
"M20320940","Dirt","Control","Read",0
"M20335574","Dirt","Control","Read",0
"20302746","Dirt","Control","Read",0
"M20304792_AEM","Dirt","Control","Read",0
"M20324255","Dirt","Control","Read",0
"20321578","Dirt","Control","Read",1
"20322440","Dirt","Control","Read",0
"M20317208","Dirt","Control","Read",0
"20327605","Dirt","Control","Read",0
"M20323930","Dirt","Control","Read",0
"M2033128","Dirt","Control","Read",0
"M20316111_ARD","Dirt","Control","Read",0
"M20321393","Dirt","Control","Read",1
"M20322809","Dirt","Control","Read",0
"20327605","Document","Control","Read",0
"M20304792_AEM","Document","Control","Read",0
"M2033128","Document","Control","Read",0
"M20311413","Document","Control","Read",0
"M20317208","Document","Control","Read",0
"M20324255","Document","Control","Read",0
"20322440","Document","Control","Read",0
"M20321393","Document","Control","Read",1
"M20301992","Document","Control","Read",0
"M20316111_ARD","Document","Control","Read",0
"M20323930","Document","Control","Read",0
"M20322809","Document","Control","Read",1
"M20320940","Document","Control","Read",1
"20302746","Document","Control","Read",1
"m20335829","Document","Control","Read",0
"M20335574","Document","Control","Read",0
"m20319677","Document","Control","Read",0
"20321578","Document","Control","Read",0
"M20327473","Document","Control","Read",0
"M20316111_ARD","Door","Control","Read",0
"M20317208","Door","Control","Read",0
"m20319677","Door","Control","Read",0
"M20323930","Door","Control","Read",0
"M20301992","Door","Control","Read",0
"M20321393","Door","Control","Read",1
"M20335574","Door","Control","Read",1
"M20311413","Door","Control","Read",0
"20302746","Door","Control","Read",0
"20327605","Door","Control","Read",1
"M20324255","Door","Control","Read",0
"M20320940","Door","Control","Read",0
"M20327473","Door","Control","Read",1
"M2033128","Door","Control","Read",1
"m20335829","Door","Control","Read",0
"20322440","Door","Control","Read",0
"20321578","Door","Control","Read",1
"M20304792_AEM","Door","Control","Read",0
"M20322809","Door","Control","Read",0
"M20301992","Drill","Control","Read",0
"M20320940","Drill","Control","Read",1
"M20335574","Drill","Control","Read",1
"M20327473","Drill","Control","Read",0
"M20323930","Drill","Control","Read",0
"m20319677","Drill","Control","Read",1
"20327605","Drill","Control","Read",0
"M20324255","Drill","Control","Read",0
"M20322809","Drill","Control","Read",1
"M20321393","Drill","Control","Read",1
"20302746","Drill","Control","Read",1
"20321578","Drill","Control","Read",1
"20322440","Drill","Control","Read",0
"M20304792_AEM","Drill","Control","Read",0
"M20311413","Drill","Control","Read",0
"M20317208","Drill","Control","Read",0
"M2033128","Drill","Control","Read",0
"m20335829","Drill","Control","Read",1
"M20316111_ARD","Drill","Control","Read",0
"M20327473","Elevator","Control","Read",0
"m20319677","Elevator","Control","Read",0
"M20316111_ARD","Elevator","Control","Read",0
"M20324255","Elevator","Control","Read",0
"M20317208","Elevator","Control","Read",1
"M2033128","Elevator","Control","Read",0
"20302746","Elevator","Control","Read",0
"M20323930","Elevator","Control","Read",0
"M20322809","Elevator","Control","Read",0
"20327605","Elevator","Control","Read",0
"M20311413","Elevator","Control","Read",0
"M20301992","Elevator","Control","Read",0
"m20335829","Elevator","Control","Read",0
"M20320940","Elevator","Control","Read",1
"20321578","Elevator","Control","Read",1
"M20321393","Elevator","Control","Read",0
"M20304792_AEM","Elevator","Control","Read",0
"M20335574","Elevator","Control","Read",1
"20322440","Elevator","Control","Read",0
"m20335829","Flea","Control","Read",0
"M20311413","Flea","Control","Read",0
"M20324255","Flea","Control","Read",0
"M20322809","Flea","Control","Read",0
"M2033128","Flea","Control","Read",1
"M20304792_AEM","Flea","Control","Read",0
"M20323930","Flea","Control","Read",1
"M20335574","Flea","Control","Read",1
"M20317208","Flea","Control","Read",0
"m20319677","Flea","Control","Read",0
"M20320940","Flea","Control","Read",0
"M20327473","Flea","Control","Read",0
"M20321393","Flea","Control","Read",0
"20322440","Flea","Control","Read",0
"20321578","Flea","Control","Read",0
"M20316111_ARD","Flea","Control","Read",0
"20327605","Flea","Control","Read",0
"20302746","Flea","Control","Read",0
"M20301992","Flea","Control","Read",0
"m20335829","Floor","Control","Read",0
"20327605","Floor","Control","Read",0
"M20316111_ARD","Floor","Control","Read",0
"M20322809","Floor","Control","Read",0
"M20304792_AEM","Floor","Control","Read",1
"20321578","Floor","Control","Read",1
"M20317208","Floor","Control","Read",0
"M20335574","Floor","Control","Read",1
"M20311413","Floor","Control","Read",0
"M20301992","Floor","Control","Read",0
"20302746","Floor","Control","Read",0
"M20321393","Floor","Control","Read",1
"M2033128","Floor","Control","Read",1
"m20319677","Floor","Control","Read",0
"M20324255","Floor","Control","Read",0
"M20323930","Floor","Control","Read",0
"M20327473","Floor","Control","Read",0
"20322440","Floor","Control","Read",0
"M20320940","Floor","Control","Read",0
"20302746","Flute","Control","Read",0
"M20311413","Flute","Control","Read",0
"m20319677","Flute","Control","Read",0
"M20301992","Flute","Control","Read",0
"M20327473","Flute","Control","Read",0
"M20321393","Flute","Control","Read",1
"20321578","Flute","Control","Read",1
"M20323930","Flute","Control","Read",1
"M20320940","Flute","Control","Read",0
"20322440","Flute","Control","Read",0
"m20335829","Flute","Control","Read",0
"M20304792_AEM","Flute","Control","Read",0
"M20322809","Flute","Control","Read",0
"M20316111_ARD","Flute","Control","Read",0
"20327605","Flute","Control","Read",0
"M2033128","Flute","Control","Read",0
"M20324255","Flute","Control","Read",0
"M20317208","Flute","Control","Read",0
"M20335574","Flute","Control","Read",0
"M20317208","Fossil","Control","Read",0
"M20321393","Fossil","Control","Read",0
"m20335829","Fossil","Control","Read",0
"M20324255","Fossil","Control","Read",0
"M20322809","Fossil","Control","Read",1
"M20311413","Fossil","Control","Read",0
"20302746","Fossil","Control","Read",0
"M20316111_ARD","Fossil","Control","Read",0
"20327605","Fossil","Control","Read",1
"M20304792_AEM","Fossil","Control","Read",0
"m20319677","Fossil","Control","Read",0
"M20335574","Fossil","Control","Read",0
"M20301992","Fossil","Control","Read",0
"20321578","Fossil","Control","Read",0
"M2033128","Fossil","Control","Read",0
"20322440","Fossil","Control","Read",0
"M20320940","Fossil","Control","Read",1
"M20323930","Fossil","Control","Read",0
"M20327473","Fossil","Control","Read",0
"M20311413","Frog","Control","Read",1
"M2033128","Frog","Control","Read",0
"M20304792_AEM","Frog","Control","Read",0
"20302746","Frog","Control","Read",0
"M20324255","Frog","Control","Read",0
"m20319677","Frog","Control","Read",0
"M20317208","Frog","Control","Read",0
"M20301992","Frog","Control","Read",0
"M20322809","Frog","Control","Read",1
"M20321393","Frog","Control","Read",1
"20322440","Frog","Control","Read",0
"m20335829","Frog","Control","Read",0
"M20316111_ARD","Frog","Control","Read",0
"20327605","Frog","Control","Read",0
"M20327473","Frog","Control","Read",0
"M20323930","Frog","Control","Read",1
"M20320940","Frog","Control","Read",1
"20321578","Frog","Control","Read",1
"M20335574","Frog","Control","Read",0
"M20327473","Grape","Control","Read",0
"M2033128","Grape","Control","Read",1
"M20301992","Grape","Control","Read",0
"M20317208","Grape","Control","Read",0
"20322440","Grape","Control","Read",0
"20321578","Grape","Control","Read",1
"M20323930","Grape","Control","Read",0
"M20320940","Grape","Control","Read",0
"M20316111_ARD","Grape","Control","Read",0
"20327605","Grape","Control","Read",0
"M20304792_AEM","Grape","Control","Read",0
"20302746","Grape","Control","Read",0
"M20321393","Grape","Control","Read",0
"M20324255","Grape","Control","Read",0
"M20335574","Grape","Control","Read",0
"M20311413","Grape","Control","Read",0
"m20319677","Grape","Control","Read",0
"M20322809","Grape","Control","Read",0
"m20335829","Grape","Control","Read",1
"M20320940","Hallway","Control","Read",1
"M20324255","Hallway","Control","Read",0
"M20321393","Hallway","Control","Read",1
"M20323930","Hallway","Control","Read",0
"M20304792_AEM","Hallway","Control","Read",0
"M20322809","Hallway","Control","Read",0
"M20301992","Hallway","Control","Read",0
"m20335829","Hallway","Control","Read",0
"M20335574","Hallway","Control","Read",0
"20321578","Hallway","Control","Read",1
"M20316111_ARD","Hallway","Control","Read",0
"20322440","Hallway","Control","Read",0
"20302746","Hallway","Control","Read",0
"M20311413","Hallway","Control","Read",0
"M2033128","Hallway","Control","Read",0
"20327605","Hallway","Control","Read",1
"M20327473","Hallway","Control","Read",0
"m20319677","Hallway","Control","Read",0
"M20317208","Hallway","Control","Read",0
"M20335574","Hawk","Control","Read",1
"20302746","Hawk","Control","Read",0
"M20304792_AEM","Hawk","Control","Read",1
"M20327473","Hawk","Control","Read",0
"M20301992","Hawk","Control","Read",0
"M20324255","Hawk","Control","Read",0
"M20316111_ARD","Hawk","Control","Read",0
"M20311413","Hawk","Control","Read",0
"M20320940","Hawk","Control","Read",0
"M20321393","Hawk","Control","Read",0
"20321578","Hawk","Control","Read",1
"m20319677","Hawk","Control","Read",0
"m20335829","Hawk","Control","Read",0
"M20317208","Hawk","Control","Read",0
"20327605","Hawk","Control","Read",0
"20322440","Hawk","Control","Read",0
"M20322809","Hawk","Control","Read",1
"M2033128","Hawk","Control","Read",0
"M20323930","Hawk","Control","Read",0
"20327605","Kayak","Control","Read",0
"20302746","Kayak","Control","Read",0
"M20335574","Kayak","Control","Read",0
"20322440","Kayak","Control","Read",0
"20321578","Kayak","Control","Read",0
"M20322809","Kayak","Control","Read",1
"M20316111_ARD","Kayak","Control","Read",1
"M20317208","Kayak","Control","Read",0
"m20335829","Kayak","Control","Read",0
"M20324255","Kayak","Control","Read",0
"M20327473","Kayak","Control","Read",0
"M20304792_AEM","Kayak","Control","Read",0
"M20321393","Kayak","Control","Read",1
"M20311413","Kayak","Control","Read",0
"M20301992","Kayak","Control","Read",0
"M20320940","Kayak","Control","Read",0
"m20319677","Kayak","Control","Read",0
"M20323930","Kayak","Control","Read",0
"M2033128","Kayak","Control","Read",0
"M20321393","Kiwi","Control","Read",0
"M20320940","Kiwi","Control","Read",0
"20302746","Kiwi","Control","Read",0
"M20304792_AEM","Kiwi","Control","Read",0
"M20335574","Kiwi","Control","Read",0
"M20324255","Kiwi","Control","Read",0
"M2033128","Kiwi","Control","Read",0
"m20335829","Kiwi","Control","Read",0
"20327605","Kiwi","Control","Read",1
"M20317208","Kiwi","Control","Read",0
"M20301992","Kiwi","Control","Read",0
"M20316111_ARD","Kiwi","Control","Read",0
"m20319677","Kiwi","Control","Read",0
"M20322809","Kiwi","Control","Read",0
"20322440","Kiwi","Control","Read",0
"M20311413","Kiwi","Control","Read",0
"M20327473","Kiwi","Control","Read",0
"20321578","Kiwi","Control","Read",1
"M20323930","Kiwi","Control","Read",0
"20302746","Lemon","Control","Read",0
"20327605","Lemon","Control","Read",1
"M20327473","Lemon","Control","Read",0
"M20311413","Lemon","Control","Read",0
"M20321393","Lemon","Control","Read",0
"M20320940","Lemon","Control","Read",0
"20322440","Lemon","Control","Read",0
"M20324255","Lemon","Control","Read",0
"M2033128","Lemon","Control","Read",0
"M20335574","Lemon","Control","Read",0
"M20301992","Lemon","Control","Read",0
"M20322809","Lemon","Control","Read",0
"M20323930","Lemon","Control","Read",0
"m20319677","Lemon","Control","Read",0
"M20316111_ARD","Lemon","Control","Read",0
"M20304792_AEM","Lemon","Control","Read",0
"20321578","Lemon","Control","Read",1
"m20335829","Lemon","Control","Read",0
"M20317208","Lemon","Control","Read",0
"M20324255","Mango","Control","Read",0
"M20323930","Mango","Control","Read",1
"20302746","Mango","Control","Read",0
"M20304792_AEM","Mango","Control","Read",0
"M20301992","Mango","Control","Read",0
"M20321393","Mango","Control","Read",0
"M20311413","Mango","Control","Read",0
"M20316111_ARD","Mango","Control","Read",0
"M20335574","Mango","Control","Read",0
"20322440","Mango","Control","Read",0
"m20319677","Mango","Control","Read",0
"M20327473","Mango","Control","Read",0
"20327605","Mango","Control","Read",0
"20321578","Mango","Control","Read",0
"m20335829","Mango","Control","Read",0
"M2033128","Mango","Control","Read",0
"M20317208","Mango","Control","Read",0
"M20320940","Mango","Control","Read",1
"M20322809","Mango","Control","Read",0
"M20304792_AEM","Mint","Control","Read",1
"M20311413","Mint","Control","Read",0
"m20335829","Mint","Control","Read",0
"M20316111_ARD","Mint","Control","Read",0
"M20324255","Mint","Control","Read",0
"M20327473","Mint","Control","Read",0
"M20317208","Mint","Control","Read",0
"20322440","Mint","Control","Read",0
"M20335574","Mint","Control","Read",0
"m20319677","Mint","Control","Read",0
"20302746","Mint","Control","Read",0
"M2033128","Mint","Control","Read",0
"20327605","Mint","Control","Read",0
"20321578","Mint","Control","Read",1
"M20321393","Mint","Control","Read",0
"M20301992","Mint","Control","Read",0
"M20323930","Mint","Control","Read",0
"M20320940","Mint","Control","Read",0
"M20322809","Mint","Control","Read",0
"M20320940","Mother","Control","Read",0
"M20322809","Mother","Control","Read",0
"20322440","Mother","Control","Read",0
"M20327473","Mother","Control","Read",0
"20302746","Mother","Control","Read",0
"M20335574","Mother","Control","Read",0
"m20335829","Mother","Control","Read",0
"M20304792_AEM","Mother","Control","Read",0
"m20319677","Mother","Control","Read",0
"M20324255","Mother","Control","Read",0
"20321578","Mother","Control","Read",0
"M20317208","Mother","Control","Read",0
"20327605","Mother","Control","Read",0
"M20311413","Mother","Control","Read",0
"M2033128","Mother","Control","Read",0
"M20316111_ARD","Mother","Control","Read",0
"M20323930","Mother","Control","Read",0
"M20301992","Mother","Control","Read",0
"M20321393","Mother","Control","Read",1
"M20304792_AEM","Orange","Control","Read",0
"M20316111_ARD","Orange","Control","Read",0
"M20323930","Orange","Control","Read",1
"M20322809","Orange","Control","Read",0
"M20324255","Orange","Control","Read",0
"20322440","Orange","Control","Read",0
"M2033128","Orange","Control","Read",1
"M20321393","Orange","Control","Read",1
"m20319677","Orange","Control","Read",0
"M20317208","Orange","Control","Read",0
"M20327473","Orange","Control","Read",0
"M20311413","Orange","Control","Read",0
"20327605","Orange","Control","Read",1
"M20320940","Orange","Control","Read",0
"M20335574","Orange","Control","Read",0
"20302746","Orange","Control","Read",0
"20321578","Orange","Control","Read",0
"M20301992","Orange","Control","Read",0
"m20335829","Orange","Control","Read",0
"m20335829","Peach","Control","Read",0
"20327605","Peach","Control","Read",1
"M20323930","Peach","Control","Read",0
"M20327473","Peach","Control","Read",0
"M20322809","Peach","Control","Read",0
"M20317208","Peach","Control","Read",0
"20322440","Peach","Control","Read",0
"M20320940","Peach","Control","Read",0
"M20301992","Peach","Control","Read",0
"M20321393","Peach","Control","Read",1
"M20316111_ARD","Peach","Control","Read",0
"M20335574","Peach","Control","Read",0
"m20319677","Peach","Control","Read",0
"M2033128","Peach","Control","Read",0
"20302746","Peach","Control","Read",0
"20321578","Peach","Control","Read",1
"M20324255","Peach","Control","Read",0
"M20304792_AEM","Peach","Control","Read",0
"M20311413","Peach","Control","Read",0
"M20301992","Pear","Control","Read",0
"M20304792_AEM","Pear","Control","Read",0
"20302746","Pear","Control","Read",0
"M20317208","Pear","Control","Read",1
"M20322809","Pear","Control","Read",0
"m20319677","Pear","Control","Read",0
"M20316111_ARD","Pear","Control","Read",0
"20321578","Pear","Control","Read",1
"20327605","Pear","Control","Read",0
"M20311413","Pear","Control","Read",0
"m20335829","Pear","Control","Read",0
"M20323930","Pear","Control","Read",1
"M2033128","Pear","Control","Read",1
"M20335574","Pear","Control","Read",1
"M20327473","Pear","Control","Read",0
"M20320940","Pear","Control","Read",0
"M20321393","Pear","Control","Read",0
"20322440","Pear","Control","Read",0
"M20324255","Pear","Control","Read",0
"M2033128","Phone","Control","Read",0
"20322440","Phone","Control","Read",0
"20327605","Phone","Control","Read",0
"M20321393","Phone","Control","Read",1
"M20311413","Phone","Control","Read",0
"M20322809","Phone","Control","Read",0
"m20319677","Phone","Control","Read",0
"M20335574","Phone","Control","Read",0
"20321578","Phone","Control","Read",0
"M20316111_ARD","Phone","Control","Read",0
"M20304792_AEM","Phone","Control","Read",0
"m20335829","Phone","Control","Read",0
"M20327473","Phone","Control","Read",0
"20302746","Phone","Control","Read",0
"M20320940","Phone","Control","Read",1
"M20324255","Phone","Control","Read",0
"M20317208","Phone","Control","Read",1
"M20301992","Phone","Control","Read",0
"M20323930","Phone","Control","Read",0
"M20327473","Plum","Control","Read",0
"m20319677","Plum","Control","Read",0
"M20320940","Plum","Control","Read",0
"20321578","Plum","Control","Read",1
"M20311413","Plum","Control","Read",0
"20302746","Plum","Control","Read",0
"M20316111_ARD","Plum","Control","Read",0
"20322440","Plum","Control","Read",0
"M20322809","Plum","Control","Read",0
"M20321393","Plum","Control","Read",1
"M20301992","Plum","Control","Read",0
"M20335574","Plum","Control","Read",0
"20327605","Plum","Control","Read",0
"M2033128","Plum","Control","Read",0
"M20317208","Plum","Control","Read",0
"M20323930","Plum","Control","Read",0
"M20324255","Plum","Control","Read",0
"M20304792_AEM","Plum","Control","Read",0
"m20335829","Plum","Control","Read",0
"M20317208","Rest","Control","Read",1
"M20335574","Rest","Control","Read",0
"M2033128","Rest","Control","Read",1
"M20304792_AEM","Rest","Control","Read",0
"20302746","Rest","Control","Read",0
"20322440","Rest","Control","Read",0
"M20311413","Rest","Control","Read",0
"M20323930","Rest","Control","Read",0
"M20321393","Rest","Control","Read",1
"M20320940","Rest","Control","Read",0
"M20301992","Rest","Control","Read",0
"M20322809","Rest","Control","Read",0
"m20319677","Rest","Control","Read",0
"M20327473","Rest","Control","Read",0
"20327605","Rest","Control","Read",0
"M20316111_ARD","Rest","Control","Read",0
"m20335829","Rest","Control","Read",0
"M20324255","Rest","Control","Read",0
"20321578","Rest","Control","Read",1
"M20323930","Roof","Control","Read",0
"M20321393","Roof","Control","Read",0
"M20304792_AEM","Roof","Control","Read",0
"20321578","Roof","Control","Read",1
"m20335829","Roof","Control","Read",0
"m20319677","Roof","Control","Read",0
"M20322809","Roof","Control","Read",0
"M20324255","Roof","Control","Read",0
"M20327473","Roof","Control","Read",0
