"Username","Stimuli.Answer","Stimuli.Stimuli.Notes","Response.Response","Direction","Encoding","scored"
"M20322322","Slow","Control","Control","Control","Read",1
"M20304792_AEM","Slow","Control","Control","Control","Read",1
"M20323930","Slow","Control","Control","Control","Read",1
"20327605","Slow","Control","Control","Control","Read",1
"M20321393","Slow","Control","Presented","Control","Read",0
"m20319677","Stairs","Control","Presented","Control","Read",0
"M20320940","Stairs","Control","Presented","Control","Read",0
"M20323930","Stairs","Control","Control","Control","Read",1
"M20322809","Stairs","Control","Control","Control","Read",1
"20327605","Stairs","Control","Presented","Control","Read",0
"M20322322","Stairs","Control","Control","Control","Read",1
"M2033128","Stairs","Control","Control","Control","Read",1
"20322440","Stairs","Control","Control","Control","Read",1
"M20324255","Stairs","Control","Control","Control","Read",1
"M20321393","Stairs","Control","Control","Control","Read",1
"M20304792_AEM","Stairs","Control","Control","Control","Read",1
"M20316111_ARD","Stairs","Control","Control","Control","Read",1
"M20317208","Stairs","Control","Presented","Control","Read",0
"M20322322","Strawberry","Control","Control","Control","Read",1
"M20323930","Strawberry","Control","Control","Control","Read",1
"m20319677","Strawberry","Control","Control","Control","Read",1
"M20320940","Strawberry","Control","Control","Control","Read",1
"20327605","Strawberry","Control","Control","Control","Read",1
"M20316111_ARD","Strawberry","Control","Control","Control","Read",1
"M20304792_AEM","Strawberry","Control","Control","Control","Read",1
"M20324255","Strawberry","Control","Control","Control","Read",1
"20322440","Strawberry","Control","Control","Control","Read",1
"M20321393","Strawberry","Control","Presented","Control","Read",0
"M2033128","Strawberry","Control","Control","Control","Read",1
"M20317208","Strawberry","Control","Control","Control","Read",1
"M20322809","Strawberry","Control","Control","Control","Read",1
"20327605","Student","Presented","Presented","Unrelated","Read",1
"M20304792_AEM","Student","Presented","Control","Unrelated","Read",0
"m20319677","Student","Presented","Presented","Unrelated","Read",1
"M20323930","Student","Presented","Control","Unrelated","Read",0
"M20322809","Student","Presented","Control","Unrelated","Read",0
"M20317208","Student","Presented","Presented","Unrelated","Read",1
"M2033128","Student","Presented","Presented","Unrelated","Read",1
"M20320940","Student","Presented","Presented","Unrelated","Read",1
"M20322322","Student","Presented","Presented","Unrelated","Read",1
"M20321393","Student","Presented","Control","Unrelated","Read",0
"M20316111_ARD","Student","Presented","Control","Unrelated","Read",0
"20322440","Student","Presented","Control","Unrelated","Read",0
"M20324255","Student","Presented","Presented","Unrelated","Read",1
"20322440","Tea","Presented","Presented","Unrelated","Read",1
"M2033128","Tea","Presented","Presented","Unrelated","Read",1
"M20304792_AEM","Tea","Presented","Control","Unrelated","Read",0
"M20324255","Tea","Presented","Presented","Unrelated","Read",1
"m20319677","Tea","Presented","Control","Unrelated","Read",0
"M20323930","Tea","Presented","Presented","Unrelated","Read",1
"M20320940","Tea","Presented","Control","Unrelated","Read",0
"M20317208","Tea","Presented","Presented","Unrelated","Read",1
"M20322809","Tea","Presented","Control","Unrelated","Read",0
"M20316111_ARD","Tea","Presented","Presented","Unrelated","Read",1
"M20322322","Tea","Presented","Presented","Unrelated","Read",1
"M20321393","Tea","Presented","Control","Unrelated","Read",0
"20327605","Tea","Presented","Presented","Unrelated","Read",1
"M20322809","Tent","Control","Control","Control","Read",1
"20322440","Tent","Control","Control","Control","Read",1
"M20320940","Tent","Control","Control","Control","Read",1
"20327605","Tent","Control","Presented","Control","Read",0
"M2033128","Tent","Control","Control","Control","Read",1
"M20316111_ARD","Tent","Control","Control","Control","Read",1
"M20322322","Tent","Control","Control","Control","Read",1
"M20304792_AEM","Tent","Control","Control","Control","Read",1
"m20319677","Tent","Control","Control","Control","Read",1
"M20323930","Tent","Control","Control","Control","Read",1
"M20317208","Tent","Control","Control","Control","Read",1
"M20324255","Tent","Control","Control","Control","Read",1
"M20321393","Tent","Control","Control","Control","Read",1
"M20317208","Tiger","Presented","Presented","Related","Read",1
"m20319677","Tiger","Presented","Presented","Related","Read",1
"20327605","Tiger","Presented","Presented","Related","Read",1
"M20321393","Tiger","Presented","Presented","Related","Read",1
"M20324255","Tiger","Presented","Presented","Related","Read",1
"M20322809","Tiger","Presented","Presented","Related","Read",1
"M2033128","Tiger","Presented","Control","Related","Read",0
"M20323930","Tiger","Presented","Presented","Related","Read",1
"M20316111_ARD","Tiger","Presented","Presented","Related","Read",1
"M20322322","Tiger","Presented","Presented","Related","Read",1
"M20320940","Tiger","Presented","Control","Related","Read",0
"M20304792_AEM","Tiger","Presented","Presented","Related","Read",1
"20322440","Tiger","Presented","Presented","Related","Read",1
"M20304792_AEM","Tulip","Presented","Control","Unrelated","Read",0
"M20320940","Tulip","Presented","Presented","Unrelated","Read",1
"M20322809","Tulip","Presented","Presented","Unrelated","Read",1
"M20323930","Tulip","Presented","Presented","Unrelated","Read",1
"M2033128","Tulip","Presented","Control","Unrelated","Read",0
"20327605","Tulip","Presented","Control","Unrelated","Read",0
"20322440","Tulip","Presented","Control","Unrelated","Read",0
"M20321393","Tulip","Presented","Presented","Unrelated","Read",1
"m20319677","Tulip","Presented","Presented","Unrelated","Read",1
"M20324255","Tulip","Presented","Presented","Unrelated","Read",1
"M20322322","Tulip","Presented","Presented","Unrelated","Read",1
"M20316111_ARD","Tulip","Presented","Presented","Unrelated","Read",1
"M20317208","Tulip","Presented","Control","Unrelated","Read",0
"20322440","Valley","Presented","Presented","Related","Read",1
"M20322322","Valley","Presented","Presented","Related","Read",1
"M20321393","Valley","Presented","Presented","Related","Read",1
"M20317208","Valley","Presented","Presented","Related","Read",1
"M20320940","Valley","Presented","Control","Related","Read",0
"M20322809","Valley","Presented","Presented","Related","Read",1
"M20324255","Valley","Presented","Presented","Related","Read",1
"M20304792_AEM","Valley","Presented","Presented","Related","Read",1
"M20323930","Valley","Presented","Presented","Related","Read",1
"M2033128","Valley","Presented","Presented","Related","Read",1
"m20319677","Valley","Presented","Presented","Related","Read",1
"20327605","Valley","Presented","Presented","Related","Read",1
"M20316111_ARD","Valley","Presented","Presented","Related","Read",1
"20327605","Viper","Presented","Presented","Unrelated","Read",1
"M20304792_AEM","Viper","Presented","Presented","Unrelated","Read",1
"m20319677","Viper","Presented","Presented","Unrelated","Read",1
"M20316111_ARD","Viper","Presented","Control","Unrelated","Read",0
"M20324255","Viper","Presented","Presented","Unrelated","Read",1
"M20320940","Viper","Presented","Presented","Unrelated","Read",1
"M20322322","Viper","Presented","Presented","Unrelated","Read",1
"20322440","Viper","Presented","Presented","Unrelated","Read",1
"M2033128","Viper","Presented","Control","Unrelated","Read",0
"M20317208","Viper","Presented","Control","Unrelated","Read",0
"M20322809","Viper","Presented","Presented","Unrelated","Read",1
"M20321393","Viper","Presented","Control","Unrelated","Read",0
"M20323930","Viper","Presented","Presented","Unrelated","Read",1
"M20324255","Volcano","Presented","Presented","Related","Read",1
"M20317208","Volcano","Presented","Presented","Related","Read",1
"M20316111_ARD","Volcano","Presented","Presented","Related","Read",1
"M20322322","Volcano","Presented","Presented","Related","Read",1
"M20323930","Volcano","Presented","Presented","Related","Read",1
"M2033128","Volcano","Presented","Presented","Related","Read",1
"M20321393","Volcano","Presented","Presented","Related","Read",1
"m20319677","Volcano","Presented","Presented","Related","Read",1
"20327605","Volcano","Presented","Presented","Related","Read",1
"M20322809","Volcano","Presented","Presented","Related","Read",1
"M20304792_AEM","Volcano","Presented","Presented","Related","Read",1
"M20320940","Volcano","Presented","Control","Related","Read",0
"20322440","Volcano","Presented","Presented","Related","Read",1
"M20321393","Wall","Control","","Control","Read",0
"m20319677","Wall","Control","Control","Control","Read",1
"M20322322","Wall","Control","Control","Control","Read",1
"M20324255","Wall","Control","Control","Control","Read",1
"M20304792_AEM","Wall","Control","Presented","Control","Read",0
"M20320940","Wall","Control","Presented","Control","Read",0
"M20317208","Wall","Control","Control","Control","Read",1
"M2033128","Wall","Control","Presented","Control","Read",0
"20322440","Wall","Control","Control","Control","Read",1
"M20316111_ARD","Wall","Control","Control","Control","Read",1
"20327605","Wall","Control","Presented","Control","Read",0
"M20323930","Wall","Control","Control","Control","Read",1
"M20322809","Wall","Control","Presented","Control","Read",0
"M20322322","Window","Control","Control","Control","Read",1
"M20316111_ARD","Window","Control","Control","Control","Read",1
"m20319677","Window","Control","Control","Control","Read",1
"M20322809","Window","Control","Control","Control","Read",1
"M20304792_AEM","Window","Control","Control","Control","Read",1
"M20323930","Window","Control","Control","Control","Read",1
"M20320940","Window","Control","Presented","Control","Read",0
"M20324255","Window","Control","Control","Control","Read",1
"M20321393","Window","Control","Control","Control","Read",1
"M20317208","Window","Control","Control","Control","Read",1
"20327605","Window","Control","Control","Control","Read",1
"20322440","Window","Control","Control","Control","Read",1
"M2033128","Window","Control","Control","Control","Read",1
"M20322322","Wolf","Presented","Presented","Related","Read",1
"M20322809","Wolf","Presented","Presented","Related","Read",1
"20322440","Wolf","Presented","Control","Related","Read",0
"M20316111_ARD","Wolf","Presented","Presented","Related","Read",1
"M20317208","Wolf","Presented","Control","Related","Read",0
"M20323930","Wolf","Presented","Presented","Related","Read",1
"M20304792_AEM","Wolf","Presented","Presented","Related","Read",1
"20327605","Wolf","Presented","Presented","Related","Read",1
"M20324255","Wolf","Presented","Presented","Related","Read",1
"M20320940","Wolf","Presented","Presented","Related","Read",1
"M20321393","Wolf","Presented","Control","Related","Read",0
"m20319677","Wolf","Presented","Presented","Related","Read",1
"M2033128","Wolf","Presented","Control","Related","Read",0
"20327605","Yellow","Control","Control","Control","Read",1
"m20319677","Yellow","Control","Control","Control","Read",1
"M20321393","Yellow","Control","Control","Control","Read",1
"M20323930","Yellow","Control","Control","Control","Read",1
"M20316111_ARD","Yellow","Control","Control","Control","Read",1
"M20320940","Yellow","Control","Control","Control","Read",1
"20322440","Yellow","Control","Control","Control","Read",1
"M2033128","Yellow","Control","Control","Control","Read",1
"M20304792_AEM","Yellow","Control","Control","Control","Read",1
"M20322809","Yellow","Control","Control","Control","Read",1
"M20317208","Yellow","Control","Control","Control","Read",1
"M20324255","Yellow","Control","Control","Control","Read",1
"M20322322","Yellow","Control","Control","Control","Read",1
"M2033128","Zebra","Presented","Presented","Related","Read",1
"M20316111_ARD","Zebra","Presented","Control","Related","Read",0
"M20323930","Zebra","Presented","Presented","Related","Read",1
"m20319677","Zebra","Presented","Presented","Related","Read",1
"M20321393","Zebra","Presented","Control","Related","Read",0
"M20304792_AEM","Zebra","Presented","Presented","Related","Read",1
"20327605","Zebra","Presented","Presented","Related","Read",1
"M20322322","Zebra","Presented","Presented","Related","Read",1
"M20324255","Zebra","Presented","Presented","Related","Read",1
"20322440","Zebra","Presented","Control","Related","Read",0
"M20320940","Zebra","Presented","Control","Related","Read",0
"M20322809","Zebra","Presented","Presented","Related","Read",1
"M20317208","Zebra","Presented","Presented","Related","Read",1
"M20316458","Apple","Presented","Presented","Related","Read",1
"M20320375","Apple","Presented","Presented","Related","Read",1
"M20329777","Apple","Presented","Control","Related","Read",0
"M20331846","Apple","Presented","Presented","Related","Read",1
"m20322960","Apple","Presented","Presented","Related","Read",1
"M20316492!","Apple","Presented","Presented","Related","Read",1
"M20316465","Apple","Presented","Control","Related","Read",0
"M20319575","Apple","Presented","Presented","Related","Read",1
"M20316526","Apple","Presented","Presented","Related","Read",1
"M20320646","Apple","Presented","Presented","Related","Read",1
"M20331128","Apple","Presented","Control","Related","Read",0
"M20316526","Attic","Presented","Presented","Related","Read",1
"M20320646","Attic","Presented","Presented","Related","Read",1
"M20331846","Attic","Presented","Presented","Related","Read",1
"M20316465","Attic","Presented","Presented","Related","Read",1
"M20319575","Attic","Presented","Presented","Related","Read",1
"M20316458","Attic","Presented","Presented","Related","Read",1
"M20320375","Attic","Presented","Control","Related","Read",0
"m20322960","Attic","Presented","Presented","Related","Read",1
"M20316492!","Attic","Presented","Control","Related","Read",0
"M20331128","Attic","Presented","Presented","Related","Read",1
"M20329777","Attic","Presented","Presented","Related","Read",1
"m20322960","Ballet","Control","Control","Control","Read",1
"M20319575","Ballet","Control","Control","Control","Read",1
"M20316465","Ballet","Control","Control","Control","Read",1
"M20331128","Ballet","Control","Control","Control","Read",1
"M20331846","Ballet","Control","Control","Control","Read",1
"M20320646","Ballet","Control","","Control","Read",0
"M20316492!","Ballet","Control","Control","Control","Read",1
"M20316458","Ballet","Control","Control","Control","Read",1
"M20316526","Ballet","Control","Control","Control","Read",1
"M20320375","Ballet","Control","Presented","Control","Read",0
"M20329777","Ballet","Control","Control","Control","Read",1
"M20320646","Banana","Presented","Presented","Related","Read",1
"M20316492!","Banana","Presented","Presented","Related","Read",1
"M20316526","Banana","Presented","Control","Related","Read",0
"M20329777","Banana","Presented","Presented","Related","Read",1
"m20322960","Banana","Presented","Presented","Related","Read",1
"M20320375","Banana","Presented","Presented","Related","Read",1
"M20331846","Banana","Presented","Presented","Related","Read",1
"M20316465","Banana","Presented","Presented","Related","Read",1
"M20316458","Banana","Presented","Presented","Related","Read",1
"M20319575","Banana","Presented","Presented","Related","Read",1
"M20331128","Banana","Presented","Presented","Related","Read",1
"M20319575","Basement","Presented","Presented","Related","Read",1
"M20331846","Basement","Presented","Presented","Related","Read",1
"M20316458","Basement","Presented","Presented","Related","Read",1
"M20316526","Basement","Presented","Presented","Related","Read",1
"M20329777","Basement","Presented","Presented","Related","Read",1
"m20322960","Basement","Presented","Presented","Related","Read",1
"M20331128","Basement","Presented","Presented","Related","Read",1
"M20316492!","Basement","Presented","Presented","Related","Read",1
"M20316465","Basement","Presented","Control","Related","Read",0
"M20320375","Basement","Presented","Presented","Related","Read",1
"M20320646","Basement","Presented","Presented","Related","Read",1
"m20322960","Basket","Presented","Presented","Unrelated","Read",1
"M20319575","Basket","Presented","Control","Unrelated","Read",0
"M20320646","Basket","Presented","Presented","Unrelated","Read",1
"M20316465","Basket","Presented","Control","Unrelated","Read",0
"M20331128","Basket","Presented","Presented","Unrelated","Read",1
"M20320375","Basket","Presented","Presented","Unrelated","Read",1
"M20316526","Basket","Presented","Presented","Unrelated","Read",1
"M20329777","Basket","Presented","Control","Unrelated","Read",0
"M20316458","Basket","Presented","Presented","Unrelated","Read",1
"M20331846","Basket","Presented","Presented","Unrelated","Read",1
"M20316492!","Basket","Presented","Presented","Unrelated","Read",1
"M20331128","Bathroom","Presented","Presented","Related","Read",1
"M20316492!","Bathroom","Presented","Control","Related","Read",0
"M20316465","Bathroom","Presented","Control","Related","Read",0
"M20319575","Bathroom","Presented","Presented","Related","Read",1
"m20322960","Bathroom","Presented","Presented","Related","Read",1
"M20320646","Bathroom","Presented","Presented","Related","Read",1
"M20329777","Bathroom","Presented","Presented","Related","Read",1
"M20316526","Bathroom","Presented","","Related","Read",0
"M20316458","Bathroom","Presented","Presented","Related","Read",1
"M20331846","Bathroom","Presented","Presented","Related","Read",1
"M20320375","Bathroom","Presented","Presented","Related","Read",1
"M20316526","Bean","Presented","Presented","Unrelated","Read",1
"M20331846","Bean","Presented","Presented","Unrelated","Read",1
"M20316465","Bean","Presented","Presented","Unrelated","Read",1
"M20329777","Bean","Presented","Presented","Unrelated","Read",1
"M20320646","Bean","Presented","Presented","Unrelated","Read",1
"M20331128","Bean","Presented","Presented","Unrelated","Read",1
"M20316492!","Bean","Presented","Control","Unrelated","Read",0
"M20320375","Bean","Presented","Presented","Unrelated","Read",1
"M20319575","Bean","Presented","Control","Unrelated","Read",0
"M20316458","Bean","Presented","Control","Unrelated","Read",0
"m20322960","Bean","Presented","Control","Unrelated","Read",0
"M20316526","Bear","Control","Control","Control","Read",1
"M20329777","Bear","Control","Control","Control","Read",1
"M20316458","Bear","Control","Control","Control","Read",1
"M20331846","Bear","Control","Control","Control","Read",1
"M20320375","Bear","Control","Presented","Control","Read",0
"M20320646","Bear","Control","Presented","Control","Read",0
"M20319575","Bear","Control","Control","Control","Read",1
"M20316492!","Bear","Control","Control","Control","Read",1
"m20322960","Bear","Control","Control","Control","Read",1
"M20331128","Bear","Control","Presented","Control","Read",0
"M20316465","Bear","Control","Presented","Control","Read",0
"M20319575","Bed","Presented","Presented","Unrelated","Read",1
"M20329777","Bed","Presented","Presented","Unrelated","Read",1
"m20322960","Bed","Presented","Presented","Unrelated","Read",1
"M20316526","Bed","Presented","Presented","Unrelated","Read",1
"M20320375","Bed","Presented","Presented","Unrelated","Read",1
"M20320646","Bed","Presented","Presented","Unrelated","Read",1
"M20331128","Bed","Presented","Presented","Unrelated","Read",1
"M20316465","Bed","Presented","Presented","Unrelated","Read",1
"M20316458","Bed","Presented","Control","Unrelated","Read",0
"M20316492!","Bed","Presented","Control","Unrelated","Read",0
"M20331846","Bed","Presented","Presented","Unrelated","Read",1
"M20316458","Blue","Control","Control","Control","Read",1
"M20329777","Blue","Control","Control","Control","Read",1
"M20331128","Blue","Control","Control","Control","Read",1
"M20319575","Blue","Control","Control","Control","Read",1
"M20316465","Blue","Control","Control","Control","Read",1
"M20320375","Blue","Control","Control","Control","Read",1
"M20316526","Blue","Control","Presented","Control","Read",0
"M20320646","Blue","Control","Control","Control","Read",1
"m20322960","Blue","Control","Control","Control","Read",1
"M20331846","Blue","Control","Control","Control","Read",1
"M20316492!","Blue","Control","Control","Control","Read",1
"M20329777","Canyon","Control","Control","Control","Read",1
"m20322960","Canyon","Control","Presented","Control","Read",0
"M20316526","Canyon","Control","Control","Control","Read",1
"M20319575","Canyon","Control","Control","Control","Read",1
"M20316458","Canyon","Control","Control","Control","Read",1
"M20331846","Canyon","Control","Control","Control","Read",1
"M20331128","Canyon","Control","Control","Control","Read",1
"M20320646","Canyon","Control","Presented","Control","Read",0
"M20316492!","Canyon","Control","Control","Control","Read",1
"M20320375","Canyon","Control","Presented","Control","Read",0
"M20316465","Canyon","Control","Presented","Control","Read",0
"M20319575","Card","Presented","Presented","Unrelated","Read",1
"M20320646","Card","Presented","Control","Unrelated","Read",0
"M20316465","Card","Presented","Presented","Unrelated","Read",1
"m20322960","Card","Presented","Control","Unrelated","Read",0
"M20316526","Card","Presented","Control","Unrelated","Read",0
"M20331846","Card","Presented","Control","Unrelated","Read",0
"M20316492!","Card","Presented","Control","Unrelated","Read",0
"M20331128","Card","Presented","Control","Unrelated","Read",0
"M20316458","Card","Presented","Control","Unrelated","Read",0
"M20320375","Card","Presented","Control","Unrelated","Read",0
"M20329777","Card","Presented","Control","Unrelated","Read",0
"M20331128","Cat","Control","Control","Control","Read",1
"M20320375","Cat","Control","Presented","Control","Read",0
"M20320646","Cat","Control","Presented","Control","Read",0
"M20331846","Cat","Control","Control","Control","Read",1
"m20322960","Cat","Control","Control","Control","Read",1
"M20316492!","Cat","Control","Control","Control","Read",1
"M20319575","Cat","Control","Control","Control","Read",1
"M20316458","Cat","Control","Control","Control","Read",1
"M20316465","Cat","Control","Control","Control","Read",1
"M20329777","Cat","Control","Control","Control","Read",1
"M20316526","Cat","Control","Control","Control","Read",1
"M20319575","Cave","Control","Control","Control","Read",1
"M20329777","Cave","Control","Control","Control","Read",1
"M20331846","Cave","Control","Control","Control","Read",1
"M20316458","Cave","Control","Control","Control","Read",1
"M20331128","Cave","Control","Control","Control","Read",1
"M20320646","Cave","Control","Presented","Control","Read",0
"M20320375","Cave","Control","Control","Control","Read",1
"M20316526","Cave","Control","Control","Control","Read",1
"M20316465","Cave","Control","Presented","Control","Read",0
"m20322960","Cave","Control","Presented","Control","Read",0
"M20316492!","Cave","Control","Control","Control","Read",1
"M20319575","Ceiling","Presented","Presented","Related","Read",1
"M20316458","Ceiling","Presented","Presented","Related","Read",1
"M20316465","Ceiling","Presented","Presented","Related","Read",1
"M20331128","Ceiling","Presented","Presented","Related","Read",1
"m20322960","Ceiling","Presented","Presented","Related","Read",1
"M20316492!","Ceiling","Presented","Presented","Related","Read",1
"M20316526","Ceiling","Presented","Presented","Related","Read",1
"M20331846","Ceiling","Presented","Presented","Related","Read",1
"M20320646","Ceiling","Presented","Presented","Related","Read",1
"M20329777","Ceiling","Presented","Control","Related","Read",0
"M20320375","Ceiling","Presented","Control","Related","Read",0
"M20331128","Cheetah","Control","Presented","Control","Read",0
"M20329777","Cheetah","Control","Control","Control","Read",1
"M20316526","Cheetah","Control","Control","Control","Read",1
"m20322960","Cheetah","Control","Control","Control","Read",1
"M20320375","Cheetah","Control","Control","Control","Read",1
"M20316465","Cheetah","Control","Control","Control","Read",1
"M20316458","Cheetah","Control","Control","Control","Read",1
"M20319575","Cheetah","Control","Control","Control","Read",1
"M20316492!","Cheetah","Control","Control","Control","Read",1
"M20331846","Cheetah","Control","Control","Control","Read",1
"M20320646","Cheetah","Control","Control","Control","Read",1
"M20320646","Cherry","Presented","Presented","Related","Read",1
"M20316458","Cherry","Presented","Presented","Related","Read",1
"M20319575","Cherry","Presented","Presented","Related","Read",1
"M20316492!","Cherry","Presented","Presented","Related","Read",1
"M20316526","Cherry","Presented","Presented","Related","Read",1
"M20320375","Cherry","Presented","Presented","Related","Read",1
"M20331846","Cherry","Presented","Control","Related","Read",0
"M20316465","Cherry","Presented","Presented","Related","Read",1
"M20329777","Cherry","Presented","Presented","Related","Read",1
"m20322960","Cherry","Presented","Control","Related","Read",0
"M20331128","Cherry","Presented","Presented","Related","Read",1
"m20322960","Cloud","Presented","Control","Unrelated","Read",0
"M20320375","Cloud","Presented","Presented","Unrelated","Read",1
"M20320646","Cloud","Presented","Presented","Unrelated","Read",1
"M20319575","Cloud","Presented","Presented","Unrelated","Read",1
"M20331128","Cloud","Presented","Presented","Unrelated","Read",1
"M20316492!","Cloud","Presented","Presented","Unrelated","Read",1
"M20331846","Cloud","Presented","Presented","Unrelated","Read",1
"M20329777","Cloud","Presented","Presented","Unrelated","Read",1
"M20316526","Cloud","Presented","Presented","Unrelated","Read",1
"M20316465","Cloud","Presented","Presented","Unrelated","Read",1
"M20316458","Cloud","Presented","Presented","Unrelated","Read",1
"m20322960","Cold","Control","Control","Control","Read",1
"M20316458","Cold","Control","Control","Control","Read",1
"M20316526","Cold","Control","Presented","Control","Read",0
"M20319575","Cold","Control","Control","Control","Read",1
"M20329777","Cold","Control","Control","Control","Read",1
"M20320375","Cold","Control","Presented","Control","Read",0
"M20331128","Cold","Control","Control","Control","Read",1
"M20316492!","Cold","Control","Control","Control","Read",1
"M20316465","Cold","Control","Presented","Control","Read",0
"M20320646","Cold","Control","Presented","Control","Read",0
"M20331846","Cold","Control","Control","Control","Read",1
"M20316492!","Computer","Control","Control","Control","Read",1
"M20320375","Computer","Control","Presented","Control","Read",0
"M20316526","Computer","Control","Presented","Control","Read",0
"M20316465","Computer","Control","Presented","Control","Read",0
"M20319575","Computer","Control","Presented","Control","Read",0
"m20322960","Computer","Control","Presented","Control","Read",0
"M20316458","Computer","Control","Presented","Control","Read",0
"M20329777","Computer","Control","Presented","Control","Read",0
"M20320646","Computer","Control","Presented","Control","Read",0
"M20331846","Computer","Control","Control","Control","Read",1
"M20331128","Computer","Control","Presented","Control","Read",0
"M20320375","Cook","Presented","Control","Unrelated","Read",0
"m20322960","Cook","Presented","Control","Unrelated","Read",0
"M20331846","Cook","Presented","Control","Unrelated","Read",0
"M20319575","Cook","Presented","Control","Unrelated","Read",0
"M20316458","Cook","Presented","Presented","Unrelated","Read",1
"M20316465","Cook","Presented","Presented","Unrelated","Read",1
"M20320646","Cook","Presented","Presented","Unrelated","Read",1
"M20331128","Cook","Presented","Presented","Unrelated","Read",1
"M20329777","Cook","Presented","Presented","Unrelated","Read",1
"M20316492!","Cook","Presented","Control","Unrelated","Read",0
"M20316526","Cook","Presented","Presented","Unrelated","Read",1
"m20322960","Cow","Control","Presented","Control","Read",0
"M20316526","Cow","Control","Control","Control","Read",1
"M20316465","Cow","Control","Presented","Control","Read",0
"M20316458","Cow","Control","Control","Control","Read",1
"M20329777","Cow","Control","Control","Control","Read",1
"M20316492!","Cow","Control","Control","Control","Read",1
"M20319575","Cow","Control","Presented","Control","Read",0
"M20331846","Cow","Control","Control","Control","Read",1
"M20320646","Cow","Control","Presented","Control","Read",0
"M20331128","Cow","Control","Presented","Control","Read",0
"M20320375","Cow","Control","Presented","Control","Read",0
"m20322960","Cruise","Control","Control","Control","Read",1
"M20320646","Cruise","Control","Control","Control","Read",1
"M20319575","Cruise","Control","Control","Control","Read",1
"M20329777","Cruise","Control","Control","Control","Read",1
"M20331128","Cruise","Control","Presented","Control","Read",0
"M20316458","Cruise","Control","Control","Control","Read",1
"M20316492!","Cruise","Control","Control","Control","Read",1
"M20316526","Cruise","Control","Control","Control","Read",1
"M20331846","Cruise","Control","Control","Control","Read",1
"M20320375","Cruise","Control","Control","Control","Read",1
"M20316465","Cruise","Control","Control","Control","Read",1
"M20316465","Dirt","Presented","Presented","Unrelated","Read",1
"m20322960","Dirt","Presented","Control","Unrelated","Read",0
"M20316458","Dirt","Presented","","Unrelated","Read",0
"M20316526","Dirt","Presented","Presented","Unrelated","Read",1
"M20329777","Dirt","Presented","Presented","Unrelated","Read",1
"M20331846","Dirt","Presented","Presented","Unrelated","Read",1
"M20316492!","Dirt","Presented","Control","Unrelated","Read",0
"M20319575","Dirt","Presented","Presented","Unrelated","Read",1
"M20320375","Dirt","Presented","Presented","Unrelated","Read",1
"M20320646","Dirt","Presented","Control","Unrelated","Read",0
"M20331128","Dirt","Presented","Presented","Unrelated","Read",1
"M20316492!","Document","Presented","Presented","Unrelated","Read",1
"M20319575","Document","Presented","Presented","Unrelated","Read",1
"M20316526","Document","Presented","Presented","Unrelated","Read",1
"M20320646","Document","Presented","Presented","Unrelated","Read",1
"M20316465","Document","Presented","Presented","Unrelated","Read",1
"M20331128","Document","Presented","Presented","Unrelated","Read",1
"M20329777","Document","Presented","Presented","Unrelated","Read",1
"M20320375","Document","Presented","Control","Unrelated","Read",0
"M20316458","Document","Presented","Control","Unrelated","Read",0
"M20331846","Document","Presented","Presented","Unrelated","Read",1
"m20322960","Document","Presented","Presented","Unrelated","Read",1
"M20316458","Dollar","Control","Control","Control","Read",1
"M20329777","Dollar","Control","Control","Control","Read",1
"M20316526","Dollar","Control","Control","Control","Read",1
"M20320646","Dollar","Control","Control","Control","Read",1
"M20319575","Dollar","Control","Control","Control","Read",1
"M20320375","Dollar","Control","Control","Control","Read",1
"M20331128","Dollar","Control","Control","Control","Read",1
"M20316465","Dollar","Control","Control","Control","Read",1
"M20331846","Dollar","Control","Control","Control","Read",1
"M20316492!","Dollar","Control","Control","Control","Read",1
"m20322960","Dollar","Control","Presented","Control","Read",0
"M20320375","Donkey","Control","Presented","Control","Read",0
"M20316492!","Donkey","Control","Control","Control","Read",1
"M20331128","Donkey","Control","Control","Control","Read",1
"M20316465","Donkey","Control","Control","Control","Read",1
"M20319575","Donkey","Control","Control","Control","Read",1
"M20320646","Donkey","Control","Presented","Control","Read",0
"m20322960","Donkey","Control","Control","Control","Read",1
"M20316458","Donkey","Control","Control","Control","Read",1
"M20329777","Donkey","Control","Control","Control","Read",1
"M20316526","Donkey","Control","Control","Control","Read",1
"M20331846","Donkey","Control","Control","Control","Read",1
"M20331846","Door","Presented","Presented","Related","Read",1
"M20319575","Door","Presented","Presented","Related","Read",1
"M20320375","Door","Presented","Control","Related","Read",0
"M20316492!","Door","Presented","Presented","Related","Read",1
"M20320646","Door","Presented","Presented","Related","Read",1
"M20316526","Door","Presented","Presented","Related","Read",1
"M20316458","Door","Presented","Presented","Related","Read",1
"M20329777","Door","Presented","Presented","Related","Read",1
"M20331128","Door","Presented","Control","Related","Read",0
"M20316465","Door","Presented","Control","Related","Read",0
"m20322960","Door","Presented","Presented","Related","Read",1
"M20316526","Drill","Presented","Presented","Unrelated","Read",1
"M20329777","Drill","Presented","Presented","Unrelated","Read",1
"M20331846","Drill","Presented","Presented","Unrelated","Read",1
"M20320375","Drill","Presented","Control","Unrelated","Read",0
"M20331128","Drill","Presented","Presented","Unrelated","Read",1
"M20316492!","Drill","Presented","Presented","Unrelated","Read",1
